id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
5882,44,Male,34172,Divorced,0,Master's,,10.77181249,Urban,Basic,,12,637,8,29-12-2020 15:21,Good,Yes,Daily,Condo,943
5883,50,Female,11973,Single,1,PhD,Unemployed,23.91855007,Urban,Premium,0,19,836,6,05-12-2020 15:21,Poor,Yes,Weekly,Apartment,446
5884,47,Male,75821,Married,4,Master's,,37.50962731,Urban,Premium,,13,359,6,27-09-2022 15:21,Good,Yes,Weekly,Condo,820
5885,54,Male,17183,Divorced,1,Bachelor's,Unemployed,29.76480689,Suburban,Premium,,12,642,2,10-03-2022 15:21,Poor,No,Daily,Condo,556
5886,37,Male,23273,Single,0,Bachelor's,,13.8388449,Suburban,Premium,,1,,6,13-10-2021 15:21,Poor,Yes,Daily,Apartment,25
5887,24,Male,59152,,4,High School,Employed,33.376486,Rural,Basic,,1,519,9,24-06-2020 15:21,Good,No,Rarely,House,1837
5888,43,Male,923,Single,2,PhD,Unemployed,47.4476328,Urban,Basic,2,18,391,4,17-05-2020 15:21,Poor,Yes,Daily,House,1053
5889,53,Male,20709,Single,,PhD,,31.86872606,Suburban,Comprehensive,0,6,618,8,10-07-2020 15:21,Average,Yes,Weekly,Condo,665
5890,58,Female,5095,Single,1,Master's,Self-Employed,9.185664609,Rural,Comprehensive,1,6,819,4,12-02-2023 15:21,Average,No,Daily,Apartment,1067
5891,43,Male,58460,Divorced,4,Master's,Employed,24.50281962,Rural,Comprehensive,0,1,562,9,25-12-2023 15:21,Poor,Yes,Rarely,House,266
5892,23,Male,95887,Single,4,High School,,29.96043623,Urban,Premium,,8,545,4,14-11-2022 15:21,Average,Yes,Weekly,House,248
5893,54,Male,44639,Married,3,Master's,Unemployed,35.50429004,Urban,Premium,2,15,,2,29-07-2022 15:21,Poor,No,Daily,House,1736
5894,26,Female,131613,Divorced,3,High School,Unemployed,43.49253019,Rural,Basic,,11,502,5,04-10-2023 15:21,Good,Yes,Weekly,Condo,20
5895,38,Female,48949,Divorced,4,Bachelor's,,18.95315208,Suburban,Basic,,10,377,7,23-09-2021 15:21,Poor,No,Daily,House,1611
5896,46,Male,44675,Married,2,High School,,29.53415744,Rural,Basic,0,13,,5,29-09-2019 15:21,Poor,No,Daily,House,933
5897,22,Female,54749,Divorced,,Bachelor's,Unemployed,27.68291949,Rural,Basic,0,16,431,5,30-03-2022 15:21,Average,No,Daily,Apartment,556
5898,57,Female,28200,Married,3,Master's,Self-Employed,28.69307379,Urban,Comprehensive,,4,744,3,27-11-2022 15:21,Poor,Yes,Daily,Apartment,230
5899,61,Female,2782,Married,2,Bachelor's,Self-Employed,6.134750617,Suburban,Basic,1,15,409,4,29-06-2022 15:21,Poor,Yes,Weekly,House,970
5900,21,Male,52833,Divorced,0,PhD,Employed,27.08746218,Urban,Basic,2,11,472,3,29-10-2019 15:21,Poor,No,Rarely,Apartment,638
5901,30,Male,1176,Single,,High School,,,Urban,Comprehensive,1,12,576,1,15-09-2023 15:21,Good,Yes,Monthly,House,1590
5902,64,Female,22012,Divorced,1,Bachelor's,Unemployed,18.67285719,Urban,Premium,,10,478,4,19-01-2024 15:21,Average,Yes,Weekly,Condo,2972
5903,23,Female,4881,Single,3,Bachelor's,Employed,36.94821673,Urban,Premium,1,12,532,6,18-09-2019 15:21,Average,No,Weekly,Condo,2102
5904,,Male,52797,Divorced,,High School,,,Urban,Comprehensive,0,15,798,4,06-09-2021 15:21,,No,Monthly,Condo,624
5905,62,Female,8058,Single,,Master's,,13.91364118,Urban,Basic,,6,593,3,24-05-2023 15:21,Good,No,Weekly,Apartment,1258
5906,24,Female,7887,Divorced,2,PhD,,38.93318588,Suburban,Premium,0,19,526,4,15-02-2021 15:21,Good,No,Monthly,House,583
5907,64,Female,6942,Married,4,Bachelor's,,11.56882627,Rural,Comprehensive,,16,567,8,27-08-2020 15:21,Poor,No,Daily,House,454
5908,31,Male,111075,Divorced,2,PhD,Unemployed,15.95918854,Urban,Premium,2,1,433,5,24-01-2023 15:21,Average,Yes,Rarely,Apartment,1180
5909,51,Male,66916,Divorced,3,Master's,Self-Employed,39.38451233,Urban,Comprehensive,0,7,382,2,12-10-2019 15:21,,Yes,Monthly,House,1442
5910,33,Male,18795,Divorced,1,Bachelor's,,24.73916764,Urban,Basic,,8,617,6,18-02-2022 15:21,Poor,Yes,Weekly,Apartment,589
5911,64,Female,84411,Married,0,PhD,Unemployed,48.16654769,Suburban,Premium,0,12,638,7,14-05-2020 15:21,Poor,Yes,Weekly,House,110
5912,33,Female,30652,Single,1,PhD,Unemployed,26.17497435,Suburban,Basic,2,6,827,5,17-10-2021 15:21,Good,No,Monthly,Condo,1031
5913,38,Female,28983,Married,2,High School,,,Urban,Basic,0,8,634,5,08-08-2023 15:21,Poor,Yes,Weekly,House,1414
5914,26,Male,29150,Single,4,PhD,Employed,6.803653645,Urban,Basic,0,9,507,7,21-12-2022 15:21,Average,No,Daily,House,467
5915,55,Male,17891,Married,,PhD,,23.24355561,Urban,Premium,2,11,622,6,13-02-2020 15:21,Average,Yes,Weekly,Condo,639
5916,58,Male,40487,Married,1,Bachelor's,Unemployed,22.07406007,Rural,Comprehensive,2,8,713,9,27-12-2019 15:21,Poor,No,Monthly,Condo,816
5917,23,Female,44772,Single,0,Master's,Self-Employed,18.94814784,Urban,Premium,1,6,535,8,13-07-2024 15:21,Average,Yes,Weekly,House,1601
5918,52,Male,18056,Married,0,PhD,Unemployed,41.81110777,Urban,Basic,,9,767,1,06-08-2023 15:21,Average,No,Weekly,Apartment,1074
5919,57,Male,4749,Divorced,0,High School,Self-Employed,10.95163336,Urban,Basic,1,14,,3,11-11-2023 15:21,,No,Daily,Condo,2466
5920,33,Female,25897,Single,1,Master's,Self-Employed,42.98404149,Suburban,Basic,3,0,622,2,02-05-2023 15:21,Average,No,Rarely,Condo,2678
5921,60,Female,44624,Divorced,1,High School,Unemployed,21.6152161,Rural,Premium,0,3,767,5,07-04-2021 15:21,Poor,Yes,Monthly,House,838
5922,59,Female,6877,Single,0,Master's,Unemployed,24.09161149,Urban,Comprehensive,3,7,,7,23-01-2024 15:21,Average,No,Daily,House,1281
5923,52,Male,1210,Divorced,1,Master's,Employed,31.91794794,Rural,Premium,0,13,591,6,19-11-2019 15:21,Poor,No,Monthly,Apartment,2032
5924,37,Female,39172,Married,4,Master's,Self-Employed,16.98461992,Rural,Comprehensive,1,6,,4,04-02-2024 15:21,Average,Yes,Daily,House,1175
5925,20,Male,27300,Single,,High School,Self-Employed,10.28260042,Urban,Basic,0,0,630,6,22-04-2020 15:21,Average,Yes,Weekly,House,821
5926,47,Male,,Married,2,PhD,,21.93701915,Rural,Basic,0,7,807,5,24-03-2023 15:21,Average,No,Daily,Apartment,202
5927,23,Male,24682,Single,4,PhD,,22.35177067,Urban,Comprehensive,1,14,403,9,09-10-2020 15:21,Poor,Yes,Monthly,House,807
5928,54,Male,,Divorced,3,PhD,,14.98768215,Rural,Basic,3,3,410,2,01-01-2022 15:21,Poor,Yes,Monthly,Condo,1482
5929,52,Female,10066,Single,0,High School,,10.71722142,Urban,Comprehensive,0,13,740,3,29-02-2024 15:21,Good,No,Monthly,House,616
5930,36,Female,24294,Divorced,2,High School,,25.77706866,Suburban,Comprehensive,0,0,712,9,29-04-2021 15:21,Poor,No,Weekly,House,977
5931,56,Male,5881,Married,3,High School,Self-Employed,23.78174061,Suburban,Comprehensive,0,19,492,7,19-04-2020 15:21,Average,Yes,Weekly,House,2592
5932,26,Female,28503,Married,2,High School,,26.53913076,Suburban,Comprehensive,0,16,566,1,15-11-2022 15:21,Poor,No,Weekly,Condo,1324
5933,37,Female,23456,Single,,High School,Self-Employed,30.27339801,Urban,Basic,0,12,755,6,22-03-2022 15:21,Average,No,Weekly,Condo,611
5934,43,Male,26102,Married,2,PhD,Employed,17.17336815,Urban,Comprehensive,1,19,705,3,20-11-2023 15:21,Poor,No,Rarely,Condo,2620
5935,21,Female,10159,Single,1,Bachelor's,,46.11665488,Suburban,Basic,0,3,447,2,22-07-2022 15:21,Poor,Yes,Monthly,Condo,397
5936,56,Male,30663,Divorced,4,PhD,,37.93944983,Suburban,Premium,0,11,462,9,15-12-2020 15:21,Average,Yes,Monthly,House,994
5937,57,Male,37103,Divorced,2,PhD,Self-Employed,14.67223732,Urban,Comprehensive,1,1,757,7,01-03-2024 15:21,Good,Yes,Rarely,Condo,902
5938,20,Male,71390,Divorced,0,Master's,Self-Employed,51.98382459,Suburban,Basic,,19,454,7,09-10-2019 15:21,Good,No,Daily,Condo,382
5939,35,Female,11598,Divorced,4,Bachelor's,Self-Employed,23.53354618,Rural,Premium,,9,634,3,28-05-2022 15:21,Average,Yes,Daily,Condo,483
5940,21,Female,28215,Divorced,,High School,Employed,30.8692112,Suburban,Basic,0,19,657,5,23-10-2022 15:21,Good,Yes,Weekly,House,1757
5941,25,Female,6791,Married,1,Bachelor's,,13.94345515,Urban,Premium,1,13,353,5,22-03-2024 15:21,Good,Yes,Rarely,Apartment,541
5942,50,Female,6839,Married,3,Master's,Self-Employed,22.55477415,Urban,Comprehensive,1,16,657,2,03-04-2023 15:21,Good,No,Rarely,House,1301
5943,25,Female,16109,Married,,PhD,,17.00862607,Suburban,Comprehensive,,3,538,3,20-04-2020 15:21,Poor,No,Monthly,Apartment,3047
5944,59,Male,19898,Single,0,Master's,,9.958813068,Suburban,Basic,,19,366,3,25-06-2023 15:21,Good,No,Monthly,Apartment,599
5945,40,Female,40930,Divorced,2,Bachelor's,Employed,38.5169809,Rural,Basic,1,13,494,3,29-11-2021 15:21,Poor,Yes,Weekly,Condo,1517
5946,61,Female,,Single,1,Master's,,,Rural,Comprehensive,1,3,,7,14-03-2023 15:21,Poor,No,Rarely,Condo,4580
5947,30,Male,4745,Single,4,Master's,,12.77359071,Urban,Premium,,11,377,1,19-06-2022 15:21,Poor,No,Monthly,Apartment,799
5948,51,Male,34376,Single,2,PhD,,10.9260116,Urban,Premium,0,13,846,8,15-12-2021 15:21,Average,Yes,Daily,House,644
5949,53,Male,18095,Married,1,High School,Employed,42.69752547,Rural,Basic,1,18,472,9,28-01-2024 15:21,Average,No,Monthly,Condo,830
5950,33,Male,51399,,0,Master's,Employed,48.08515771,Rural,Comprehensive,,18,825,4,04-02-2023 15:21,,No,Daily,Condo,1764
5951,31,Male,,Divorced,2,Master's,Unemployed,51.55850641,Urban,Basic,0,4,844,2,01-09-2021 15:21,Poor,Yes,Rarely,Apartment,671
5952,60,Male,46323,Single,1,Master's,,12.48861489,Suburban,Comprehensive,,2,679,6,01-09-2021 15:21,Average,Yes,Daily,Apartment,551
5953,58,Female,28396,Married,1,PhD,Employed,,Rural,Premium,1,14,702,3,02-02-2024 15:21,Poor,Yes,Weekly,House,1645
5954,47,Male,16210,Married,2,PhD,Unemployed,39.93916457,Rural,Basic,2,6,,8,23-10-2022 15:21,Poor,Yes,Daily,House,909
5955,46,Female,,Divorced,2,PhD,,18.86722335,Rural,Basic,1,18,381,4,02-05-2022 15:21,Poor,No,Weekly,House,2434
5956,35,Female,6098,Divorced,3,Bachelor's,Self-Employed,27.98835643,Rural,Premium,3,4,611,7,24-06-2020 15:21,Poor,Yes,Rarely,House,719
5957,50,Male,18307,Single,1,PhD,Unemployed,34.03831444,Urban,Basic,,10,729,5,25-09-2022 15:21,Poor,Yes,Monthly,Condo,1069
5958,63,Female,9094,Divorced,3,Bachelor's,Self-Employed,35.29069879,Urban,Comprehensive,1,11,591,8,26-09-2022 15:21,Average,No,Daily,House,2732
5959,26,Female,82849,Divorced,4,PhD,Self-Employed,41.24293557,Suburban,Premium,3,3,493,3,24-03-2023 15:21,Poor,Yes,Monthly,House,674
5960,44,Male,100441,Divorced,1,High School,,35.92342154,Rural,Comprehensive,1,5,393,2,17-01-2020 15:21,Good,No,Rarely,Apartment,1069
5961,46,Female,14961,Married,1,PhD,Unemployed,21.05190646,Rural,Basic,1,16,632,3,11-05-2024 15:21,Good,Yes,Rarely,House,704
5962,43,Female,16058,Married,1,PhD,Self-Employed,9.394906616,Rural,Basic,0,15,683,5,16-06-2020 15:21,Poor,No,Weekly,Condo,587
5963,23,Male,15458,Divorced,2,Bachelor's,,30.2949127,Rural,Basic,0,17,613,8,18-04-2021 15:21,Poor,No,Rarely,Condo,1312
5964,43,Female,38250,Single,3,Master's,Unemployed,50.63846521,Urban,Comprehensive,2,12,401,9,27-10-2019 15:21,Poor,No,Rarely,Apartment,603
5965,18,Female,,Married,2,PhD,,36.81875691,Urban,Comprehensive,,13,352,4,14-05-2024 15:21,Average,No,Weekly,Apartment,724
5966,26,Male,4089,Married,4,Bachelor's,Unemployed,42.86815582,Rural,Basic,1,8,519,6,30-08-2022 15:21,Poor,Yes,Daily,Apartment,2148
5967,54,Male,17104,Single,3,Master's,,13.36131351,Urban,Comprehensive,2,6,,7,11-03-2024 15:21,Average,No,Weekly,House,2088
5968,34,Female,23755,Divorced,0,Master's,,12.8441578,Suburban,Premium,1,4,626,9,04-10-2019 15:21,Good,No,Weekly,Condo,887
5969,18,Female,43969,Married,0,PhD,Employed,,Urban,Comprehensive,1,14,584,1,10-01-2021 15:21,Good,No,Daily,House,736
5970,47,Male,43414,Single,2,Bachelor's,Self-Employed,12.93798173,Rural,Basic,0,2,761,7,05-03-2022 15:21,Poor,No,Daily,Apartment,937
5971,32,Male,46420,Single,4,High School,,25.65852433,Urban,Comprehensive,1,2,461,2,05-04-2021 15:21,Average,Yes,Rarely,House,427
5972,34,Male,69904,Divorced,0,PhD,Unemployed,47.12781097,Rural,Basic,3,1,741,4,20-02-2022 15:21,Poor,No,Rarely,Condo,85
5973,35,Male,24891,Single,,Bachelor's,Self-Employed,20.05779116,Rural,Basic,0,3,722,7,08-07-2020 15:21,Average,Yes,Daily,Apartment,1791
5974,44,Female,8892,Married,,Bachelor's,,42.93843295,Urban,Premium,0,6,761,8,13-04-2020 15:21,,No,Daily,House,776
5975,56,Male,15892,Single,1,Bachelor's,Self-Employed,15.66316163,Urban,Premium,,9,,1,15-05-2022 15:21,Average,No,Monthly,Condo,2793
5976,30,Male,464,Married,0,PhD,Employed,6.396464442,Urban,Comprehensive,0,12,626,6,28-08-2021 15:21,,No,Weekly,House,548
5977,49,Female,4536,Married,2,PhD,Employed,48.48109623,Suburban,Basic,,13,442,4,05-04-2021 15:21,Good,Yes,Monthly,Apartment,1284
5978,55,Female,67898,Married,1,Master's,,9.490430643,Suburban,Comprehensive,3,10,841,4,22-06-2021 15:21,Poor,No,Monthly,House,27
5979,34,Male,1170,Single,3,Master's,Employed,17.28658163,Suburban,Premium,,5,524,6,04-06-2023 15:21,,No,Weekly,House,927
5980,44,Female,1026,Single,3,PhD,Employed,32.79146327,Rural,Premium,1,1,409,9,04-10-2021 15:21,Average,Yes,Daily,Condo,2251
5981,30,Female,41820,Single,4,Bachelor's,,18.41462697,Suburban,Basic,1,0,,9,13-09-2019 15:21,Good,No,Monthly,Apartment,1554
5982,63,Male,688,Married,4,Bachelor's,,21.32971336,Urban,Premium,,2,547,9,12-03-2022 15:21,Average,No,Rarely,Condo,110
5983,21,Male,43842,Single,3,Bachelor's,Self-Employed,13.85629852,Rural,Premium,1,11,713,3,19-06-2021 15:21,Poor,Yes,Weekly,House,1551
5984,54,Male,92934,Divorced,4,Bachelor's,Self-Employed,29.9441947,Urban,Premium,1,8,486,1,06-06-2023 15:21,Poor,No,Rarely,House,2089
5985,51,Female,14861,Divorced,,Master's,,36.91889063,Urban,Basic,1,14,568,3,25-03-2022 15:21,Poor,Yes,Daily,Condo,893
5986,39,Female,,Married,4,Master's,Unemployed,18.9186489,Urban,Basic,0,1,380,8,10-09-2023 15:21,Poor,No,Monthly,House,785
5987,45,Male,2301,Married,0,Bachelor's,Unemployed,18.93918079,Suburban,Comprehensive,0,10,745,3,28-05-2020 15:21,,No,Monthly,House,661
5988,47,Female,69678,Married,0,Bachelor's,Employed,44.73833355,Rural,Basic,,19,790,1,13-08-2022 15:21,Good,Yes,Rarely,House,103
5989,50,Female,14518,Married,,Master's,Self-Employed,16.83469218,Urban,Comprehensive,1,13,612,4,07-12-2023 15:21,Good,No,Monthly,House,292
5990,23,Male,14515,Married,3,Master's,Employed,38.12405885,Urban,Basic,1,15,635,8,04-07-2024 15:21,Poor,No,Monthly,Condo,365
5991,44,Male,17764,Married,,PhD,,40.58340016,Suburban,Comprehensive,0,10,610,1,31-01-2023 15:21,Poor,Yes,Rarely,Apartment,928
5992,29,Female,9069,Married,0,PhD,,48.51266451,Rural,Basic,1,14,731,9,02-12-2020 15:21,Poor,Yes,Rarely,House,830
5993,26,Female,3458,Married,0,Master's,,18.55339562,Urban,Basic,1,6,454,8,22-05-2021 15:21,Good,No,Daily,Apartment,1649
5994,33,Female,6048,Married,1,Bachelor's,,16.05313554,Rural,Basic,2,7,322,5,06-02-2022 15:21,Average,Yes,Weekly,Condo,517
5995,64,Female,28215,Divorced,1,High School,Unemployed,27.83468992,Urban,Basic,,7,713,4,31-01-2022 15:21,Good,No,Weekly,Condo,642
5996,31,Male,28706,Married,3,High School,Employed,3.579724114,Urban,Basic,2,15,836,4,18-05-2023 15:21,Poor,Yes,Monthly,House,446
5997,59,Male,10198,Divorced,0,High School,Employed,22.86931197,Rural,Basic,,19,469,7,21-01-2020 15:21,Good,No,Weekly,House,1586
5998,53,Male,93517,Divorced,1,High School,Self-Employed,20.06064565,Suburban,Premium,0,13,536,7,03-01-2022 15:21,Poor,No,Monthly,Condo,119
5999,32,Female,132387,Single,1,Bachelor's,Employed,41.0018174,Urban,Basic,,8,843,2,19-10-2019 15:21,Poor,Yes,Rarely,Apartment,2359
6000,24,Female,1344,Married,4,High School,Self-Employed,21.27665863,Suburban,Comprehensive,,9,744,7,03-07-2020 15:21,Good,Yes,Daily,Apartment,2851
6001,64,Female,35796,Married,3,PhD,Unemployed,14.36894838,Suburban,Comprehensive,2,5,,2,26-05-2024 15:21,Poor,No,Rarely,House,2359
6002,53,Male,39365,Married,,Bachelor's,Employed,27.24059869,Suburban,Premium,0,6,654,3,06-10-2021 15:21,Poor,Yes,Rarely,Condo,1494
6003,22,Male,35410,Divorced,1,PhD,Unemployed,9.824097143,Suburban,Premium,1,18,751,3,16-05-2022 15:21,Good,No,Daily,House,624
6004,44,Male,30103,Single,2,High School,,14.8265027,Urban,Comprehensive,0,11,526,5,11-11-2021 15:21,,No,Rarely,Apartment,452
6005,27,Female,705,Married,3,PhD,,34.83886554,Suburban,Premium,2,12,,3,12-04-2021 15:21,Poor,Yes,Daily,Apartment,839
6006,57,Male,82854,Single,,Master's,Employed,36.44162258,Suburban,Premium,1,3,701,6,17-03-2021 15:21,Good,Yes,Weekly,Condo,3866
6007,33,Female,75869,Married,0,PhD,Employed,25.92856134,Rural,Basic,,5,614,8,03-05-2023 15:21,Good,No,Monthly,House,331
6008,18,Female,26142,Married,2,Master's,Employed,28.05195824,Suburban,Basic,2,6,657,4,24-12-2022 15:21,,No,Daily,Condo,607
6009,50,Female,132732,Divorced,1,Bachelor's,,22.47121962,Urban,Basic,2,8,738,2,19-04-2021 15:21,,No,Monthly,Apartment,934
6010,44,Male,43750,Divorced,2,PhD,Self-Employed,16.92234765,Suburban,Comprehensive,,13,590,4,04-01-2024 15:21,Good,Yes,Rarely,House,466
6011,45,Female,30472,Married,1,PhD,,13.74626443,Urban,Premium,0,6,617,5,28-06-2023 15:21,Poor,Yes,Daily,House,788
6012,45,Female,10897,Single,2,Bachelor's,Employed,6.788996087,Suburban,Basic,2,13,,8,19-07-2023 15:21,Poor,No,Daily,Condo,509
6013,62,Male,482,Married,1,PhD,Employed,6.094630674,Rural,Basic,3,0,838,2,13-04-2021 15:21,,Yes,Rarely,Apartment,645
6014,60,Male,78850,Married,1,Bachelor's,,23.48162212,Urban,Premium,0,16,,5,11-07-2021 15:21,,No,Weekly,House,101
6015,24,Female,7763,Divorced,1,PhD,,21.81847173,Rural,Basic,1,1,644,9,03-11-2020 15:21,Average,Yes,Weekly,House,256
6016,49,Male,909,Single,1,PhD,Self-Employed,11.01191196,Rural,Comprehensive,0,0,463,3,02-04-2023 15:21,Average,No,Rarely,Condo,586
6017,38,Male,7580,Divorced,1,PhD,,9.701543605,Rural,Basic,2,17,549,3,01-01-2021 15:21,Poor,Yes,Weekly,House,4020
6018,53,Female,47300,Single,0,Bachelor's,Self-Employed,49.99013606,Rural,Premium,2,1,384,1,06-01-2023 15:21,Poor,No,Daily,House,2593
6019,63,Female,34803,Divorced,4,Bachelor's,,,Urban,Comprehensive,,4,776,4,24-07-2022 15:21,Poor,Yes,Rarely,Apartment,788
6020,36,Female,79936,Single,3,PhD,,,Urban,Premium,,0,537,3,10-08-2024 15:21,Good,No,Monthly,Condo,2339
6021,42,Male,16094,Single,2,Bachelor's,Unemployed,19.05163837,Rural,Basic,,9,694,2,30-12-2023 15:21,Average,No,Monthly,House,776
6022,18,Female,4813,Divorced,4,High School,Unemployed,39.83511106,Suburban,Premium,0,17,,3,17-07-2023 15:21,Poor,No,Daily,Condo,3472
6023,18,Male,1608,Divorced,,Bachelor's,Employed,21.94567142,Urban,Premium,,10,449,4,01-04-2024 15:21,Average,Yes,Daily,Condo,1692
6024,48,Male,75987,Single,,PhD,Unemployed,14.42353377,Suburban,Premium,0,13,564,1,04-09-2019 15:21,,Yes,Monthly,House,35
6025,36,Female,3184,Divorced,,PhD,Unemployed,29.39440707,Urban,Comprehensive,0,18,,4,19-07-2024 15:21,Poor,No,Monthly,Apartment,401
6026,62,Male,44667,Married,3,High School,Unemployed,21.09034055,Rural,Basic,2,5,576,7,03-04-2024 15:21,Average,Yes,Daily,Condo,1603
6027,44,Female,26211,Single,0,PhD,Self-Employed,11.75652145,Urban,Premium,0,6,447,4,13-01-2021 15:21,Poor,No,Monthly,Condo,1668
6028,41,Female,4867,Divorced,3,PhD,Employed,,Urban,Premium,1,6,523,1,01-07-2020 15:21,Good,No,Weekly,Apartment,714
6029,35,Male,7053,Divorced,4,Bachelor's,Unemployed,36.56738626,Rural,Premium,,9,783,9,22-10-2019 15:21,Good,No,Daily,Condo,678
6030,18,Male,40226,Divorced,3,High School,Unemployed,22.1607738,Rural,Premium,0,14,703,8,23-06-2024 15:21,,Yes,Weekly,House,472
6031,49,Male,26659,Divorced,4,Bachelor's,Self-Employed,30.45557737,Urban,Basic,3,14,727,5,01-10-2022 15:21,Good,Yes,Rarely,Apartment,1062
6032,25,Male,9063,Single,3,High School,Employed,28.67324851,Suburban,Basic,1,11,477,4,19-11-2021 15:21,Good,Yes,Weekly,Apartment,1251
6033,41,Male,82413,Divorced,0,Bachelor's,,10.94585038,Rural,Basic,,2,418,9,09-03-2021 15:21,Poor,Yes,Weekly,Condo,831
6034,52,Male,82529,Divorced,4,PhD,,3.084536569,Rural,Basic,1,15,442,5,07-09-2021 15:21,Good,Yes,Weekly,House,50
6035,61,Female,6891,Divorced,0,High School,Unemployed,26.83637798,Urban,Premium,,13,382,7,03-05-2020 15:21,Good,Yes,Weekly,Condo,882
6036,22,Female,1344,Married,3,Master's,Employed,11.68292344,Urban,Basic,1,10,485,7,26-05-2024 15:21,Good,No,Weekly,Condo,1117
6037,21,Male,6097,Divorced,4,Bachelor's,,7.092796131,Urban,Premium,,3,514,8,27-04-2024 15:21,Average,Yes,Daily,Condo,1777
6038,63,Female,12069,Divorced,3,Master's,,47.98437971,Urban,Comprehensive,0,4,728,3,11-09-2021 15:21,Average,Yes,Rarely,House,1259
6039,43,Female,811,Divorced,4,Bachelor's,,32.02482381,Urban,Comprehensive,,2,689,9,03-03-2022 15:21,Average,Yes,Daily,Condo,2701
6040,27,Male,124948,Married,2,Bachelor's,Employed,10.302928,Rural,Comprehensive,,13,462,8,12-11-2021 15:21,,No,Daily,House,991
6041,32,Female,43977,Single,2,High School,Employed,9.717704799,Suburban,Premium,0,2,736,4,27-06-2023 15:21,Average,No,Daily,Apartment,626
6042,50,Female,2633,Divorced,3,Bachelor's,,20.88582879,Rural,Comprehensive,2,4,836,6,16-12-2020 15:21,Average,Yes,Daily,House,442
6043,33,Male,29892,Single,2,Master's,,15.06835607,Rural,Premium,3,4,635,3,10-03-2023 15:21,Good,Yes,Daily,House,1244
6044,,Female,34456,Single,1,Bachelor's,Self-Employed,39.92825134,Rural,Comprehensive,1,13,559,5,10-08-2020 15:21,Poor,Yes,Daily,House,549
6045,37,Male,24987,Single,2,Bachelor's,,37.69797001,Suburban,Basic,,16,642,6,19-09-2021 15:21,Poor,Yes,Monthly,House,1161
6046,40,Female,1233,Married,1,PhD,,20.88841655,Rural,Basic,3,13,615,7,28-09-2020 15:21,Average,No,Monthly,Apartment,495
6047,18,Male,,Married,3,PhD,Unemployed,7.928117681,Rural,Premium,1,2,433,6,18-11-2021 15:21,Average,No,Monthly,House,1473
6048,41,Male,35644,Single,2,Bachelor's,Employed,20.83498751,Suburban,Basic,1,2,456,2,03-10-2020 15:21,Poor,Yes,Rarely,House,498
6049,63,Male,4859,Married,4,Master's,,36.08680568,Urban,Premium,1,18,713,6,22-02-2022 15:21,Poor,Yes,Rarely,House,2482
6050,18,Male,38984,Single,1,PhD,Unemployed,11.91830407,Urban,Premium,,6,476,9,12-11-2019 15:21,Average,Yes,Monthly,Condo,100
6051,26,Female,25166,Single,1,PhD,Unemployed,20.92708641,Suburban,Basic,0,16,734,9,28-04-2020 15:21,,No,Rarely,Apartment,954
6052,25,Male,15984,Divorced,1,PhD,Employed,36.17461753,Urban,Basic,0,16,,5,29-08-2022 15:21,Good,No,Monthly,House,997
6053,47,Female,3298,Single,2,High School,Self-Employed,7.944606522,Suburban,Comprehensive,2,5,373,6,16-03-2022 15:21,,No,Rarely,Condo,825
6054,33,Male,1360,Single,2,Master's,Self-Employed,,Suburban,Comprehensive,1,15,576,7,26-07-2024 15:21,Average,Yes,Daily,House,27
6055,53,Female,17095,Married,1,Bachelor's,,29.76614451,Rural,Comprehensive,1,0,751,8,20-04-2024 15:21,Average,No,Daily,House,2578
6056,48,Male,74202,Divorced,4,Master's,,24.73576971,Urban,Premium,2,19,471,3,24-06-2024 15:21,Poor,Yes,Monthly,Condo,2871
6057,58,Female,11891,Married,2,High School,Employed,23.90421051,Suburban,Premium,,4,761,7,29-09-2020 15:21,Average,Yes,Daily,House,1204
6058,53,Female,45936,Married,2,PhD,Employed,24.93717327,Urban,Comprehensive,,11,690,5,28-12-2023 15:21,Poor,No,Weekly,Apartment,667
6059,56,Female,,Single,1,Bachelor's,Unemployed,31.3921719,Suburban,Premium,,0,439,7,02-10-2020 15:21,Average,Yes,Rarely,Apartment,388
6060,38,Female,6669,Single,1,PhD,Employed,34.16556298,Urban,Premium,2,17,622,2,31-05-2023 15:21,Poor,No,Rarely,Condo,304
6061,,Male,11537,Married,2,Bachelor's,,22.67453747,Rural,Premium,,2,554,6,24-10-2021 15:21,Poor,Yes,Weekly,Condo,629
6062,35,Female,565,Divorced,0,Bachelor's,,36.26690807,Urban,Comprehensive,0,1,486,3,07-05-2024 15:21,Poor,No,Rarely,Condo,639
6063,39,Female,121478,Married,0,PhD,,39.39254697,Urban,Comprehensive,,4,313,3,05-01-2020 15:21,Average,No,Rarely,Condo,548
6064,53,Female,16649,Single,0,High School,Self-Employed,42.1413306,Suburban,Comprehensive,0,12,642,6,26-09-2019 15:21,Average,Yes,Monthly,House,461
6065,36,Male,17901,Divorced,3,Bachelor's,Employed,38.09752178,Rural,Premium,,8,307,3,30-11-2019 15:21,Average,No,Weekly,Condo,919
